Name, No. Methods, LCOM, AVCC, NOS, HBUG, HEFF, UWCS, INST, PACK, RFC, CBO, MI, CCML, NLOC, RVF, LCOM2, MAXCC, R-R, NSUB, NSUP, NCO, FOUT, DIT, CCOM, COH, S-R, Superclass, MINC, EXT, INTR, MPC, HVOL, HIER, HLTH, SIX, TCC, NQU, F-IN, MOD, LMC
"ExtendedProperties$PropertiesTokenizer",3,0.50,1.67,16,0.15,4401.00,4,1,19,3,0,71.94,23,23,5.00,1.00,3,0.50,0,1,1,0,2,4,0.67,0.00,java.util.StringTokenizer,118.56,0,0,0,448.04,3,103,0.00,5,2,0,1,1
"Factory",1,0.00,1.00,2,0.01,61.00,1,0,0,1,23,113.26,6,3,0.00,1.00,1,0.00,0,0,0,0,1,1,0.00,0.00,,145.48,0,0,0,26.00,0,10,0.00,1,1,23,1,0
"FactoryTransformer",3,0.25,1.33,12,0.08,1098.58,5,2,3,3,4,78.27,26,17,5.00,1.00,2,0.00,0,0,1,2,1,4,0.33,0.00,java.lang.Object,128.05,0,1,0,248.38,0,66,0.00,4,2,2,1,0
"FactoryUtils",7,0.00,1.00,15,0.12,1591.31,7,0,4,7,9,94.97,76,23,6.00,7.00,1,0.00,0,0,1,5,1,8,0.00,0.00,java.lang.Object,139.87,0,0,0,365.95,0,101,0.00,7,6,4,1,0
"FalsePredicate",2,2.00,1.00,7,0.04,361.88,4,2,2,3,3,84.59,16,10,1.00,2.00,1,0.00,0,0,1,1,1,3,0.00,0.00,java.lang.Object,132.70,1,1,1,114.22,0,34,0.00,2,1,2,2,0
"FastArrayList",34,0.41,2.06,225,2.18,97591.75,36,2,6,34,4,63.88,279,430,19.00,0.00,8,0.50,0,1,8,0,2,39,0.90,0.00,java.util.ArrayList,112.68,0,0,0,6528.04,0,1502,0.00,70,26,4,1,1
"FastArrayList$ListIter",12,0.24,1.25,53,0.39,6179.68,15,3,6,12,0,125.29,0,69,7.00,0.00,2,0.00,0,0,5,0,1,0,0.56,0.00,java.lang.Object,125.29,0,1,0,1162.91,0,290,0.00,15,7,0,1,4
"FastArrayList$SubList",27,0.15,2.11,187,1.80,49597.93,30,3,6,27,1,113.46,0,290,14.00,0.00,3,0.00,0,0,3,1,1,0,0.48,0.00,java.lang.Object,113.46,0,1,0,5410.06,0,1221,0.00,57,24,0,1,1
"FastArrayList$SubList$SubListIter",12,0.24,1.25,55,0.41,6541.87,15,3,6,12,0,124.50,0,71,7.00,0.00,2,0.00,0,0,5,0,1,0,0.56,0.00,java.lang.Object,124.50,0,1,0,1239.48,0,306,0.00,15,7,0,1,4
"FastHashMap",21,0.17,2.24,137,1.34,71425.35,23,2,6,21,6,62.41,184,254,17.00,0.00,14,0.50,0,1,7,0,2,41,0.67,0.00,java.util.HashMap,112.29,0,0,0,4026.92,0,901,0.00,47,14,6,1,1
"FastHashMap$CollectionView",18,0.00,1.72,84,0.74,20021.11,18,0,6,18,1,158.44,5,141,11.00,0.00,3,0.00,0,0,2,1,1,3,0.00,0.00,java.lang.Object,121.66,0,1,0,2233.73,0,549,0.00,31,16,0,2,1
"FastHashMap$CollectionView$CollectionViewIterator",4,0.67,2.25,28,0.23,5771.64,7,3,6,4,1,114.08,0,40,7.00,0.00,4,0.00,0,0,2,1,1,0,0.83,0.00,java.lang.Object,114.08,0,1,0,685.26,1,160,0.00,9,2,0,1,1
"FastHashMap$EntrySet",2,0.00,1.00,5,0.03,334.61,2,0,6,2,0,185.38,3,8,4.00,2.00,1,0.50,0,1,0,0,2,1,0.00,0.00,org.apache.commons.collections.CollectionView,138.42,0,1,0,102.00,0,31,0.00,2,2,0,1,0
"FastHashMap$KeySet",2,0.00,1.00,5,0.04,373.38,2,0,6,2,0,185.01,3,8,4.00,2.00,1,0.50,0,1,0,0,2,1,0.00,0.00,org.apache.commons.collections.CollectionView,138.04,0,1,0,114.26,0,34,0.00,2,2,0,1,0
"FastHashMap$Values",2,0.00,1.00,5,0.04,358.11,2,0,6,2,0,185.15,3,8,4.00,2.00,1,0.50,0,1,0,0,2,1,0.00,0.00,org.apache.commons.collections.CollectionView,138.18,0,0,0,106.75,0,32,0.00,2,2,0,1,0
"FastTreeMap",27,0.23,2.19,167,1.58,78117.28,29,2,8,27,5,64.57,225,308,18.00,0.00,14,0.50,0,1,7,0,2,49,0.72,0.00,java.util.TreeMap,113.72,0,0,0,4737.33,0,1088,0.00,59,20,5,1,1
"FastTreeMap$CollectionView",18,0.00,1.72,84,0.74,20021.11,18,0,8,18,1,158.44,5,141,11.00,0.00,3,0.00,0,0,2,1,1,3,0.00,0.00,java.lang.Object,121.66,0,1,0,2233.73,0,549,0.00,31,16,0,2,1
"FastTreeMap$CollectionView$CollectionViewIterator",4,0.67,2.25,28,0.23,5771.64,7,3,8,4,1,114.08,0,40,7.00,0.00,4,0.00,0,0,2,1,1,0,0.83,0.00,java.lang.Object,114.08,0,1,0,685.26,1,160,0.00,9,2,0,1,1
"FastTreeMap$EntrySet",2,0.00,1.00,5,0.03,334.61,2,0,8,2,0,185.38,3,8,4.00,2.00,1,0.50,0,1,0,0,2,1,0.00,0.00,org.apache.commons.collections.CollectionView,138.42,0,1,0,102.00,0,31,0.00,2,2,0,1,0
"FastTreeMap$KeySet",2,0.00,1.00,5,0.04,373.38,2,0,8,2,0,185.01,3,8,4.00,2.00,1,0.50,0,1,0,0,2,1,0.00,0.00,org.apache.commons.collections.CollectionView,138.04,0,1,0,114.26,0,34,0.00,2,2,0,1,0
"FastTreeMap$Values",2,0.00,1.00,5,0.04,358.11,2,0,8,2,0,185.15,3,8,4.00,2.00,1,0.50,0,1,0,0,2,1,0.00,0.00,org.apache.commons.collections.CollectionView,138.18,0,0,0,106.75,0,32,0.00,2,2,0,1,0
"FilterIterator",3,0.00,1.00,7,0.05,304.01,3,0,1,3,3,91.41,28,12,0.00,3.00,1,0.50,0,1,3,2,2,4,0.00,0.00,org.apache.commons.collections.iterators.FilterIterator,141.25,0,0,0,135.66,0,44,0.14,3,0,1,1,0
"FilterIterator",11,0.00,1.55,44,0.27,3677.75,15,4,3,11,3,80.56,87,63,3.00,29.00,3,0.00,2,0,6,1,1,17,0.25,2.00,java.lang.Object,128.31,0,1,0,804.00,0,213,0.00,17,5,2,1,1
"FilterListIterator",21,0.04,1.67,94,0.60,9456.10,28,7,3,21,2,114.08,97,134,7.00,133.00,5,0.00,1,0,11,1,1,25,0.18,1.00,java.lang.Object,125.44,0,1,0,1786.02,0,447,0.00,35,10,1,1,4
"FilterListIterator",4,0.00,1.00,9,0.06,379.01,4,0,1,4,3,94.44,41,15,0.00,4.00,1,0.50,0,1,4,2,2,7,0.00,0.00,org.apache.commons.collections.iterators.FilterListIterator,142.07,0,0,0,165.66,0,54,0.08,4,0,1,1,0
"FixedOrderComparator",10,0.06,2.10,71,0.68,26111.64,17,7,5,11,1,81.60,129,92,7.00,34.00,5,0.00,0,0,5,0,1,19,0.20,0.00,java.lang.Object,111.86,1,1,1,2036.97,0,429,0.00,21,5,1,1,3
"FixedSizeList",21,0.00,1.00,44,0.36,4226.69,21,0,7,21,6,189.89,26,66,12.00,21.00,1,0.67,0,2,3,4,3,5,0.00,0.00,org.apache.commons.collections.list.AbstractListDecorator,140.65,0,1,0,1078.85,3,305,0.41,21,18,2,1,0
"FixedSizeList$FixedSizeListIterator",3,0.00,1.00,7,0.04,332.44,3,0,7,3,1,190.94,3,11,3.00,3.00,1,0.50,0,1,3,1,2,1,0.00,0.00,org.apache.commons.collections.iterators.AbstractListIteratorDecorator,140.94,0,0,0,121.15,0,38,0.14,3,0,0,1,0
"FixedSizeMap",11,0.00,1.27,34,0.28,5015.33,11,0,7,11,6,152.10,33,47,9.00,16.00,3,0.50,0,1,3,4,2,5,0.00,0.00,org.apache.commons.collections.map.AbstractMapDecorator,131.49,0,1,0,832.53,1,216,0.29,14,8,2,1,0
"FixedSizeSortedMap",15,0.00,1.20,45,0.38,6972.98,15,0,8,15,6,160.67,39,62,11.00,33.00,3,0.67,0,2,3,4,3,7,0.00,0.00,org.apache.commons.collections.map.AbstractSortedMapDecorator,131.92,0,1,0,1146.24,1,298,0.38,18,12,2,1,1
"Flat3Map",19,0.41,5.79,387,3.54,442379.40,30,11,11,19,15,36.80,163,484,33.00,0.00,19,0.00,0,0,5,5,1,43,0.48,0.00,java.lang.Object,86.45,0,1,0,10631.36,0,2080,0.00,110,14,10,1,4
"Flat3Map$EntrySet",5,0.25,1.60,23,0.19,4614.04,6,1,11,5,2,169.43,3,32,7.00,0.00,3,0.50,0,1,2,2,2,1,0.80,0.00,java.util.AbstractSet,122.56,0,0,0,582.13,0,143,0.00,8,3,0,1,0
"Flat3Map$EntrySetIterator",10,0.33,2.20,74,0.68,21135.97,13,3,11,10,2,149.75,3,100,13.00,0.00,3,0.00,0,0,2,2,1,1,0.63,0.00,java.lang.Object,111.89,0,1,0,2047.73,0,446,0.00,22,8,0,1,3
"Flat3Map$FlatMapIterator",9,0.42,2.00,62,0.47,9842.81,12,3,11,9,4,154.68,3,82,7.00,0.00,3,0.00,0,0,3,4,1,1,0.70,0.00,java.lang.Object,115.34,0,1,0,1423.89,0,316,0.00,18,6,0,1,3
"Flat3Map$KeySet",6,0.20,1.33,21,0.16,2631.63,7,1,11,6,2,174.36,3,30,4.00,0.00,3,0.50,0,1,2,2,2,1,0.83,0.00,java.util.AbstractSet,129.59,0,0,0,469.66,0,125,0.00,8,4,0,1,0
"Flat3Map$KeySetIterator",2,0.00,1.00,6,0.03,229.78,2,0,11,2,1,183.71,3,9,1.00,2.00,1,0.50,0,1,1,1,2,1,0.00,0.00,org.apache.commons.collections.map.EntrySetIterator,136.75,0,0,0,79.77,2,27,0.00,2,1,0,1,0
"Flat3Map$Values",5,0.25,1.40,17,0.12,2012.93,6,1,11,5,2,177.21,3,25,4.00,0.00,3,0.50,0,1,2,2,2,1,0.80,0.00,java.util.AbstractCollection,130.34,0,0,0,374.48,0,100,0.00,7,3,0,1,0
"Flat3Map$ValuesIterator",2,0.00,1.00,6,0.03,229.78,2,0,11,2,1,183.71,3,9,1.00,2.00,1,0.50,0,1,1,1,2,1,0.00,0.00,org.apache.commons.collections.map.EntrySetIterator,136.75,0,0,0,79.77,2,27,0.00,2,1,0,1,0
"ForClosure",3,0.17,2.00,20,0.14,2952.27,6,3,2,3,4,68.93,31,24,4.00,1.00,3,0.00,0,0,2,2,1,4,0.44,0.00,java.lang.Object,116.24,0,1,0,433.09,0,104,0.00,6,1,2,1,0
"FunctorException",8,0.21,1.12,37,0.22,3855.73,10,2,2,8,16,79.85,59,52,4.00,8.00,2,0.50,0,1,7,0,2,10,0.31,0.00,java.lang.RuntimeException,124.80,0,0,0,652.66,1,171,0.00,9,1,16,1,1
"FunctorUtils",9,0.00,3.22,68,0.67,27012.28,9,0,5,9,11,76.56,55,86,10.00,9.00,5,0.00,0,0,5,3,1,11,0.00,0.00,java.lang.Object,110.11,0,0,0,2013.10,0,429,0.00,29,4,8,0,0
"HashBag",2,0.00,1.00,6,0.03,197.17,2,0,2,2,7,87.27,18,9,0.00,2.00,1,0.50,0,1,2,2,2,3,0.00,0.00,org.apache.commons.collections.DefaultMapBag,137.27,0,1,0,86.72,2,29,0.00,2,0,6,1,0
"HashBag",4,1.00,1.00,13,0.10,1015.79,5,1,7,4,8,84.63,32,19,5.00,4.00,1,0.50,0,1,4,2,2,6,0.00,0.00,org.apache.commons.collections.bag.AbstractMapBag,132.74,0,1,0,293.56,4,80,0.00,4,0,7,1,0
"HashedMap",7,1.00,1.00,18,0.12,1140.54,8,1,5,7,3,94.67,50,27,3.00,12.00,1,0.50,0,1,6,1,2,9,0.00,0.00,org.apache.commons.collections.map.AbstractHashedMap,138.05,0,1,0,356.81,3,104,0.04,7,1,2,1,0
"IdentityMap",11,1.00,1.00,26,0.20,2207.35,12,1,5,11,2,92.24,84,39,6.00,20.00,1,0.50,0,1,6,1,2,14,0.00,0.00,org.apache.commons.collections.map.AbstractHashedMap,138.70,0,1,0,591.64,3,169,0.04,11,5,1,1,0
"IdentityMap$IdentityEntry",3,0.00,1.67,12,0.14,3507.90,3,0,5,3,0,172.56,4,21,28.00,3.00,3,0.50,0,1,1,0,2,2,0.00,0.00,org.apache.commons.collections.map.HashEntry,124.00,0,0,0,419.21,2,102,0.00,5,2,0,2,0
"IdentityPredicate",3,0.25,1.33,12,0.08,1072.52,5,2,2,3,4,78.13,27,17,4.00,1.00,2,0.00,0,0,1,2,1,4,0.33,0.00,java.lang.Object,128.13,0,1,0,244.21,0,65,0.00,4,2,2,2,0
"IfClosure",3,0.38,2.00,20,0.17,3658.47,7,4,3,3,4,71.38,33,28,7.00,1.00,3,0.00,0,0,2,2,1,4,0.50,0.00,java.lang.Object,115.50,0,1,0,510.78,0,123,0.00,6,1,2,1,0
"InstanceofPredicate",3,0.25,1.33,12,0.09,1124.89,5,2,2,3,3,77.97,27,17,5.00,1.00,2,0.00,0,0,1,1,1,4,0.33,0.00,java.lang.Object,127.97,0,1,0,257.18,0,68,0.00,4,2,2,2,0
"InstantiateFactory",5,0.30,2.60,40,0.45,21514.07,10,5,5,5,5,59.32,41,59,23.00,0.00,5,0.00,0,0,3,2,1,7,0.44,0.00,java.lang.Object,108.10,0,1,0,1343.60,0,290,0.00,13,2,3,1,1
"InstantiateTransformer",4,0.25,2.75,31,0.44,21886.08,8,4,5,5,4,60.72,31,49,55.00,0.00,6,0.00,0,0,2,2,1,5,0.44,0.00,java.lang.Object,107.76,1,1,1,1323.51,0,271,0.00,11,2,2,1,0
"InvokerTransformer",4,0.42,2.75,35,0.50,25547.29,8,4,5,4,4,55.75,34,51,54.00,0.00,5,0.00,0,0,2,2,1,5,0.56,0.00,java.lang.Object,105.26,0,1,0,1487.83,0,305,0.00,11,2,2,1,0
"IterableMap",1,0.00,1.00,2,0.01,79.32,1,0,1,1,8,153.71,17,3,0.00,1.00,1,0.50,0,1,0,1,2,2,0.00,0.00,,144.58,0,0,0,36.53,0,13,0.00,1,1,7,1,0
"IteratorChain",16,0.00,1.56,75,0.53,10249.41,21,5,6,17,4,73.53,146,96,7.00,94.00,4,0.00,0,0,11,2,1,22,0.20,0.00,java.lang.Object,123.51,1,1,1,1600.84,0,394,0.00,25,5,3,1,4
"IteratorEnumeration",2,0.00,1.00,5,0.03,188.85,2,0,1,2,2,90.86,17,9,0.00,2.00,1,0.50,0,1,2,1,2,3,0.00,0.00,org.apache.commons.collections.iterators.IteratorEnumeration,140.37,0,0,0,92.47,0,31,0.25,2,0,1,1,0
"IteratorEnumeration",6,0.60,1.00,15,0.08,751.74,7,1,2,6,0,93.69,45,22,2.00,6.00,1,0.00,1,0,3,0,1,11,0.50,1.00,java.lang.Object,139.41,0,1,0,231.69,0,72,0.00,6,3,0,1,0
"IteratorUtils",42,0.18,1.69,150,1.61,50028.83,47,5,30,47,41,82.60,469,217,16.00,242.00,12,0.00,0,0,1,30,1,65,0.02,0.00,java.lang.Object,125.77,5,0,5,4816.55,0,1107,0.00,71,41,12,1,3
"IteratorUtils$EmptyIterator",5,0.00,1.00,10,0.04,325.56,5,0,30,5,1,195.26,5,16,3.00,5.00,1,0.00,0,0,3,1,1,3,0.00,0.00,java.lang.Object,145.26,0,1,0,130.62,0,45,0.00,5,2,0,1,0
"IteratorUtils$EmptyListIterator",7,0.00,1.00,15,0.08,639.00,7,0,30,7,1,189.32,4,23,4.00,7.00,1,0.50,0,1,3,1,2,2,0.00,0.00,org.apache.commons.collections.EmptyIterator,142.99,0,1,0,235.72,0,74,0.00,7,4,0,1,0
"IteratorUtils$EmptyMapIterator",4,0.00,1.00,9,0.05,431.52,4,0,30,4,2,191.62,4,14,4.00,4.00,1,0.50,0,1,1,2,2,2,0.00,0.00,org.apache.commons.collections.EmptyIterator,141.62,0,1,0,151.64,0,48,0.00,4,3,0,1,0
"IteratorUtils$EmptyOrderedIterator",3,0.00,1.00,7,0.03,220.00,3,0,30,3,2,190.92,4,11,2.00,3.00,1,0.50,0,1,1,2,2,2,0.00,0.00,org.apache.commons.collections.EmptyIterator,142.35,0,1,0,94.12,0,32,0.00,3,2,0,1,0
"IteratorUtils$EmptyOrderedMapIterator",3,0.00,1.00,7,0.03,220.00,3,0,30,3,2,190.92,4,11,2.00,3.00,1,0.50,0,1,1,2,2,2,0.00,0.00,org.apache.commons.collections.EmptyMapIterator,142.35,0,1,0,94.12,0,32,0.00,3,2,0,1,0
"KeyValue",2,0.00,1.00,3,0.02,166.00,2,0,0,2,19,131.22,10,4,0.00,2.00,1,0.00,0,0,0,0,1,6,0.00,0.00,,149.09,0,0,0,68.00,0,24,0.00,2,2,19,1,0
"LRUMap",17,0.23,1.29,69,0.64,16119.39,20,3,6,17,3,74.74,159,94,8.00,122.00,2,0.67,0,2,12,2,3,29,0.12,0.00,org.apache.commons.collections.map.AbstractLinkedMap,124.57,0,1,0,1922.31,11,464,0.04,22,5,1,1,5
"LRUMap",10,0.28,1.60,54,0.45,9221.23,12,2,5,10,3,70.71,97,64,7.00,10.00,3,0.33,1,1,7,1,2,20,0.25,0.50,org.apache.commons.collections.SequencedHashMap,119.97,0,1,0,1350.11,8,316,0.00,16,3,2,1,3
"LazyList",4,0.67,2.00,29,0.27,12311.15,5,1,2,4,3,115.36,66,37,7.00,4.00,4,0.67,0,2,1,2,3,11,0.50,0.00,org.apache.commons.collections.list.AbstractListDecorator,110.98,0,0,0,802.02,1,183,0.18,8,3,1,1,0
"LazyMap",5,1.00,1.60,22,0.21,4362.14,6,1,4,5,8,89.02,62,32,6.00,8.00,2,0.33,1,1,2,4,2,10,0.20,0.50,org.apache.commons.collections.map.AbstractMapDecorator,123.47,0,1,0,618.28,0,150,0.00,8,3,4,1,0
"LazySortedMap",11,0.00,1.00,26,0.22,3358.33,11,0,4,11,5,108.54,63,39,8.00,35.00,1,0.67,0,2,2,3,3,8,0.00,0.00,org.apache.commons.collections.map.LazyMap,137.27,0,1,0,674.17,0,187,0.00,11,9,2,1,1
"LinkedMap",12,1.00,1.17,36,0.27,4847.27,13,1,13,12,7,82.47,106,49,6.00,32.00,3,0.67,0,2,6,4,3,15,0.00,0.00,org.apache.commons.collections.map.AbstractLinkedMap,132.41,0,1,0,795.85,6,213,0.04,14,6,3,1,2
"LinkedMap$LinkedMapList",18,0.53,1.00,38,0.31,3532.74,19,1,13,18,4,170.48,3,57,10.00,18.00,1,0.50,0,1,2,4,2,1,0.50,0.00,java.util.AbstractList,140.61,0,0,0,928.32,2,266,0.00,18,16,0,1,0
"ListIteratorWrapper",10,0.11,1.50,43,0.31,5882.34,15,5,4,11,2,79.50,75,60,6.00,10.00,2,0.00,0,0,4,0,1,15,0.30,0.00,java.lang.Object,125.22,1,1,1,924.11,0,230,0.00,15,6,2,1,0
"ListOrderedMap",21,0.40,1.43,84,0.83,21024.48,22,1,17,22,19,98.68,116,125,16.00,0.00,4,0.50,0,1,3,8,2,22,0.62,0.00,org.apache.commons.collections.map.AbstractMapDecorator,124.58,1,1,1,2486.45,3,578,0.26,30,18,11,1,5
"ListOrderedMap$EntrySetView",12,0.12,1.33,40,0.31,5504.14,15,3,17,12,1,152.10,1,57,7.00,12.00,3,0.50,0,1,2,1,2,1,0.22,0.00,java.util.AbstractSet,130.23,0,0,0,925.76,0,246,0.00,16,10,0,1,1
"ListOrderedMap$KeySetView",5,0.50,1.00,13,0.12,1314.25,6,1,17,5,1,168.50,1,18,3.00,2.00,1,0.50,0,1,2,1,2,1,0.60,0.00,java.util.AbstractSet,136.24,0,0,0,360.88,0,99,0.00,5,3,0,1,0
"ListOrderedMap$KeySetView$AbstractIteratorDecorator",1,0.00,1.00,3,0.02,238.40,1,0,17,3,0,134.25,0,5,5.00,1.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,134.25,2,0,2,68.11,1,19,0.00,1,1,0,1,0
"ListOrderedMap$ListOrderedIterator",3,0.25,1.00,12,0.08,942.34,5,2,17,3,2,167.99,1,16,3.00,1.00,1,0.50,0,1,2,2,2,1,0.67,0.00,org.apache.commons.collections.iterators.AbstractIteratorDecorator,128.65,0,0,0,253.59,2,70,0.50,3,1,0,1,0
"ListOrderedMap$ListOrderedMapEntry",3,0.50,1.00,9,0.06,639.90,4,1,17,3,2,173.97,1,13,4.00,1.00,1,0.67,0,2,1,2,3,1,0.67,0.00,org.apache.commons.collections.keyvalue.AbstractMapEntry,134.63,0,0,0,194.38,0,55,0.27,3,2,0,1,0
"ListOrderedMap$ListOrderedMapIterator",11,0.38,1.45,47,0.37,5177.18,15,4,17,11,4,148.87,1,65,7.00,0.00,2,0.00,0,0,3,4,1,1,0.59,0.00,java.lang.Object,126.09,0,1,0,1100.37,0,272,0.00,16,8,0,1,2
"ListOrderedMap$ValuesView",5,0.50,1.00,13,0.12,1364.19,6,1,17,5,1,168.37,1,18,3.00,2.00,1,0.50,0,1,2,1,2,1,0.60,0.00,java.util.AbstractCollection,136.11,0,0,0,357.83,0,99,0.00,5,3,0,1,0
"ListOrderedMap$ValuesView$AbstractIteratorDecorator",1,0.00,1.00,3,0.02,238.40,1,0,17,3,0,134.25,0,5,6.00,1.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,134.25,2,0,2,68.11,0,19,0.00,1,1,0,1,0
"ListOrderedSet",20,0.21,1.55,96,0.80,17520.46,21,1,8,20,6,131.33,71,117,13.00,0.00,5,0.67,0,2,4,3,3,14,0.80,0.00,org.apache.commons.collections.set.AbstractSetDecorator,122.06,0,1,0,2402.97,1,573,0.30,31,16,3,1,2
"ListOrderedSet$OrderedSetIterator",3,0.00,1.00,13,0.07,928.09,5,2,8,3,1,167.29,6,17,3.00,1.00,1,0.50,0,1,2,1,2,2,0.50,0.00,org.apache.commons.collections.iterators.AbstractIteratorDecorator,127.40,0,0,0,221.90,0,63,0.50,3,1,0,1,0
"ListUtils",14,1.00,1.64,62,0.74,32427.83,15,1,12,14,13,108.95,209,86,12.00,14.00,5,0.00,0,0,1,10,1,17,0.00,0.00,java.lang.Object,120.02,0,0,0,2226.62,0,496,0.00,23,13,3,1,3
"ListUtils$FixedSizeList",12,0.00,1.00,26,0.27,4066.29,12,0,5,12,0,138.32,0,40,7.00,12.00,1,0.50,0,1,2,0,2,0,0.00,0.00,CollectionUtils.UnmodifiableCollection,138.32,0,1,0,812.39,0,220,0.00,12,10,0,1,2
"ListUtils$FixedSizeList$ListIteratorWrapper",3,0.00,1.00,7,0.04,344.18,3,0,5,4,0,140.82,0,11,3.00,3.00,1,0.00,0,0,3,0,1,0,0.00,0.00,java.lang.Object,140.82,1,0,1,114.73,0,34,0.00,3,0,0,1,0
"ListUtils$LazyList",12,0.91,1.33,44,0.41,13991.46,13,1,5,12,1,174.66,15,62,7.00,28.00,4,0.50,0,1,2,1,2,8,0.17,0.00,CollectionUtils.CollectionWrapper,125.50,0,1,0,1239.63,0,307,0.00,16,10,0,1,1
"ListUtils$ListIteratorWrapper",10,0.11,1.00,22,0.13,1454.73,11,1,5,10,0,140.97,0,34,5.00,0.00,1,0.00,0,0,4,0,1,0,0.90,0.00,java.lang.Object,140.97,0,1,0,383.54,0,121,0.00,10,6,0,1,0
"ListUtils$PredicatedList",12,0.00,1.08,33,0.34,5337.01,12,0,5,12,1,133.51,0,45,7.00,12.00,2,0.50,0,1,2,1,2,0,0.00,0.00,CollectionUtils.PredicatedCollection,133.51,0,1,0,1013.38,1,265,0.00,13,10,0,1,2
"ListUtils$PredicatedList$ListIteratorWrapper",2,0.00,1.00,7,0.04,441.08,2,0,5,3,0,132.02,0,10,3.00,2.00,1,0.00,0,0,2,0,1,0,0.00,0.00,java.lang.Object,132.02,1,0,1,117.62,1,34,0.00,2,0,0,1,0
"LocalTestNode",8,0.36,1.38,29,0.27,6596.40,10,2,0,8,2,106.97,41,42,21.00,22.00,3,0.00,0,0,3,0,1,14,0.19,0.00,java.lang.Object,126.86,0,1,0,800.45,1,203,0.00,11,5,2,0,2
"LoopingIterator",6,0.20,1.50,22,0.15,2173.25,8,2,4,6,3,82.84,63,32,4.00,0.00,3,0.00,0,0,3,1,1,7,0.67,0.00,java.lang.Object,129.46,0,1,0,455.72,0,120,0.00,9,3,2,1,1
"MapIterator",6,0.00,1.00,7,0.26,2542.23,6,0,1,6,40,100.16,47,8,0.00,6.00,1,0.50,0,1,1,0,2,56,0.00,0.00,,147.59,0,0,0,768.27,0,190,0.00,6,5,40,1,0
"MapPerformance",3,1.00,1.33,40,0.42,12639.94,4,1,7,3,3,123.86,56,42,22.00,4.00,2,0.00,0,0,3,3,1,49,0.33,0.00,java.lang.Object,100.19,0,0,0,1258.99,0,250,0.00,4,0,0,1,2
"MapPerformance$DummyMap",12,0.00,1.00,23,0.11,858.63,12,0,7,12,0,167.50,1,36,7.00,12.00,1,0.00,0,0,2,0,1,1,0.00,0.00,java.lang.Object,145.63,0,1,0,328.96,0,108,0.00,12,10,0,2,0
"MapTransformer",3,0.25,1.33,12,0.08,1077.73,5,2,3,3,4,78.27,28,17,5.00,1.00,2,0.00,0,0,1,2,1,4,0.33,0.00,java.lang.Object,128.11,0,1,0,242.47,0,65,0.00,4,2,2,2,0
"MapUtils",35,0.94,2.34,218,2.30,85996.05,36,1,4,35,6,79.45,433,324,19.00,122.00,6,0.00,0,0,6,2,1,47,0.09,0.00,java.lang.Object,114.13,0,0,0,6913.68,0,1499,0.00,82,29,4,1,13
"MapUtils$FixedSizeMap",3,0.00,2.33,17,0.15,3525.39,3,0,4,3,1,118.19,0,23,8.00,1.00,3,0.50,0,1,2,1,2,0,0.00,0.00,org.apache.commons.collections.ProxyMap,118.19,0,0,0,459.58,0,108,0.00,7,1,0,1,0
"MapUtils$FixedSizeSortedMap",8,0.00,1.00,17,0.13,1716.16,8,0,4,8,0,140.20,0,28,6.00,8.00,1,0.50,0,1,1,0,2,0,0.00,0.00,org.apache.commons.collections.FixedSizeMap,140.20,0,1,0,402.80,0,119,0.00,8,7,0,1,1
"MapUtils$LazyMap",2,1.00,2.50,15,0.13,3163.02,3,1,4,2,2,112.59,0,22,7.00,2.00,3,0.50,0,1,1,2,2,0,0.50,0.00,org.apache.commons.collections.ProxyMap,112.59,0,0,0,375.10,0,90,0.00,5,1,0,1,0
"MapUtils$LazySortedMap",8,0.00,1.00,17,0.14,1797.20,8,0,4,8,1,140.04,0,28,6.00,8.00,1,0.50,0,1,1,1,2,0,0.00,0.00,org.apache.commons.collections.LazyMap,140.04,0,1,0,433.44,0,125,0.00,8,7,0,1,1
"MapUtils$PredicatedMap",5,0.00,2.40,37,0.42,9760.29,7,2,4,5,2,112.11,0,51,9.00,0.00,5,0.50,0,1,3,2,2,0,0.50,0.00,org.apache.commons.collections.ProxyMap,112.11,0,0,0,1253.45,0,267,0.10,12,2,0,1,1
"MapUtils$PredicatedMapEntry",7,0.08,1.43,24,0.19,3501.75,9,2,4,7,1,129.46,0,36,5.00,0.00,3,0.00,0,0,1,1,1,0,0.57,0.00,java.lang.Object,129.46,0,1,0,560.48,0,147,0.00,10,6,0,1,0
"MapUtils$PredicatedMapEntrySet",2,1.00,1.00,8,0.14,2982.42,3,1,4,2,1,123.32,0,12,5.00,2.00,1,0.50,0,1,1,1,2,0,0.50,0.00,CollectionUtils.CollectionWrapper,123.32,0,1,0,409.66,0,96,0.00,2,1,0,1,0
"MapUtils$PredicatedMapEntrySet$Iterator",3,0.00,1.00,8,0.06,863.48,3,0,4,3,0,135.52,0,12,4.00,4.00,1,0.00,0,0,1,0,1,0,0.00,0.00,java.lang.Object,135.52,0,0,0,168.87,0,47,0.00,3,2,0,1,0
